Rank,Release Group,Worldwide,Domestic,Foreign,filename,year,Domestic %,Foreign %
576,Allied,119520023,40098064,79421959,2016.csv,2016,33.54924387857589,66.4507561214241
577,I Belonged to You,119107580,744541,118363039,2016.csv,2016,0.6250995948368693,99.37490040516313
578,The Shallows,119100758,55124043,63976715,2016.csv,2016,46.2835366673317,53.7164633326683
579,Forever Young,119055731,0,119055731,2017.csv,2017,0.0,100.0
580,Hankyu Railways - A 15-minute Miracle,118799256,0,118799256,2011.csv,2011,0.0,100.0
581,The Purge: Election Year,118587880,79213375,39374505,2016.csv,2016,66.79719293405026,33.20280706594974
582,Jurassic Park 2013 Re-release,118192315,45385935,72806380,2013.csv,2013,38.400072796611184,61.599927203388816
583,A Cool Fish,118153135,551876,117601259,2018.csv,2018,0.4670853634141828,99.53291463658582
584,Why Him?,118102725,60323786,57778939,2016.csv,2016,51.07738707976467,48.92261292023533
585,P Storm,117991727,326711,117665016,2019.csv,2019,0.27689314183866465,99.72310685816133
586,Saving Mr. Banks,117867984,83301580,34566404,2013.csv,2013,70.67362753909492,29.326372460905077
587,Pompeii,117831631,23219748,94611883,2014.csv,2014,19.705869979852864,80.29413002014714
588,Magic Mike XXL,117813057,66013057,51800000,2015.csv,2015,56.03203811271954,43.96796188728045
589,Game Night,117679066,69179066,48500000,2018.csv,2018,58.78621266419637,41.21378733580364
590,Water for Elephants,117094902,58709717,58385185,2011.csv,2011,50.13857648559286,49.86142351440714
591,Warm Bodies,116980662,66380662,50600000,2013.csv,2013,56.74498747493838,43.25501252506162
592,Abraham Lincoln: Vampire Hunter,116471580,37519139,78952441,2012.csv,2012,32.21312787205257,67.78687212794743
593,Personal Tailor,116126458,375892,115750566,2013.csv,2013,0.3236919531292343,99.67630804687076
594,The Iron Lady,115890699,30017992,85872707,2011.csv,2011,25.901985456140874,74.09801454385912
595,Dragon Ball Super: Broly,115757940,30712119,85045821,2018.csv,2018,26.531328218176654,73.46867178182335
596,Detective Conan: The Fist of Blue Sapphire,115570314,0,115570314,2019.csv,2019,0.0,100.0
597,Pitch Perfect,115350426,65001093,50349333,2012.csv,2012,56.35097784554346,43.64902215445654
598,The Gentlemen,115171795,36471795,78700000,2019.csv,2019,31.667297535824634,68.33270246417537
599,The Monkey King 3,115084576,187074,114897502,2018.csv,2018,0.16255349457081025,99.8374465054292
600,So Young,114926694,11186,114915508,2013.csv,2013,0.009733160861653255,99.99026683913834
601,Book of Love,114679097,0,114679097,2016.csv,2016,0.0,100.0
602,Office Christmas Party,114501299,54767494,59733805,2016.csv,2016,47.83132984369025,52.16867015630976
603,Hope Springs,114281051,63536011,50745040,2012.csv,2012,55.59627816163504,44.40372183836496
604,Seventh Son,114178613,17223265,96955348,2014.csv,2014,15.084493100297165,84.91550689970285
605,The Dark Tower,113231078,50701325,62529753,2017.csv,2017,44.776863291895886,55.223136708104114
606,Pet Sematary,113118226,54724696,58393530,2019.csv,2019,48.378318804257056,51.621681195742944
607,Insidious: Chapter 3,112983889,52218558,60765331,2015.csv,2015,46.21770277353438,53.78229722646562
608,Boonie Bears: Blast Into the Past,112367881,0,112367881,2019.csv,2019,0.0,100.0
609,How to Be Single,112343513,46843513,65500000,2016.csv,2016,41.69667811616324,58.303321883836766
610,The Purge: Anarchy,111928365,71962800,39965565,2014.csv,2014,64.2936220858761,35.70637791412391
611,"Dad, Where Are We Going?",111870000,0,111870000,2014.csv,2014,0.0,100.0
612,Get Hard,111711453,90411453,21300000,2015.csv,2015,80.9330203591569,19.066979640843094
613,Good Boys,111037232,83140306,27896926,2019.csv,2019,74.8760613917321,25.1239386082679
614,Free Birds,110387072,55750480,54636592,2013.csv,2013,50.50453734292364,49.49546265707637
615,10 Cloverfield Lane,110216998,72082998,38134000,2016.csv,2016,65.40098107190326,34.59901892809674
616,Moneyball,110206216,75605492,34600724,2011.csv,2011,68.6036548065492,31.39634519345079
617,Buddies in India,110155128,293194,109861934,2017.csv,2017,0.2661646401064506,99.73383535989355
618,The 5th Wave,109906372,34916787,74989585,2015.csv,2015,31.76957474312772,68.23042525687228
619,Along With the Gods: The Two Worlds,109383972,1908823,107475149,2017.csv,2017,1.7450664526974757,98.25493354730253
620,The Boxtrolls,108255770,50837305,57418465,2014.csv,2014,46.960365253510275,53.039634746489725
621,Neighbors 2: Sorority Rising,108007109,55455765,52551344,2016.csv,2016,51.34455084803723,48.65544915196276
622,Horrible Bosses 2,107645357,54445357,53200000,2014.csv,2014,50.578453653138055,49.421546346861945
623,Paul Blart: Mall Cop 2,107588225,71038190,36550035,2015.csv,2015,66.0278483077493,33.972151692250705
624,Vacation,107228221,58884188,48344033,2015.csv,2015,54.91482321617552,45.08517678382448
625,ParaNorman,107139399,56003051,51136348,2012.csv,2012,52.27120137196215,47.72879862803785
626,The Man from U.N.C.L.E.,107045109,45445109,61600000,2015.csv,2015,42.4541666821975,57.5458333178025
627,The Breakup Guru,106980263,208959,106771304,2014.csv,2014,0.19532481426036502,99.80467518573963
628,Chronicles of the Ghostly Tribe,106380000,0,106380000,2015.csv,2015,0.0,100.0
629,Shaun the Sheep Movie,106209378,19375982,86833396,2015.csv,2015,18.243193176406702,81.7568068235933
630,First Man,105697415,44936545,60760870,2018.csv,2018,42.51432733714443,57.48567266285557
631,Gangster Squad,105200903,46000903,59200000,2013.csv,2013,43.72671877160598,56.273281228394026
632,Sisters,105011053,87044645,17966408,2015.csv,2015,82.89093625220576,17.109063747794245
633,The Campaign,104907746,86907746,18000000,2012.csv,2012,82.84206773444545,17.15793226555454
634,Scary Stories to Tell in the Dark,104545505,68947075,35598430,2019.csv,2019,65.94934425922952,34.050655740770495
635,Book Club,104438188,68566296,35871892,2018.csv,2018,65.65251400187066,34.34748599812934
636,Immortal Demon Slayer,103818506,0,103818506,2017.csv,2017,0.0,100.0
637,Ouija,103590271,50856010,52734261,2014.csv,2014,49.09342306865864,50.90657693134136
638,Birdman or (The Unexpected Virtue of Ignorance),103215094,42340598,60874496,2014.csv,2014,41.02171141751806,58.978288582481945
639,Cold War 2,103197501,560824,102636677,2016.csv,2016,0.5434472681659219,99.45655273183408
640,Night School,103105878,77339130,25766748,2018.csv,2018,75.009428657404,24.990571342596006
641,Transcendence,103039258,23022309,80016949,2014.csv,2014,22.343240282262126,77.65675971773788
642,Jigsaw,102952888,38052832,64900056,2017.csv,2017,36.96140316141496,63.03859683858505
643,Chappie,102811889,31569268,71242621,2015.csv,2015,30.705853483540217,69.29414651645979
644,Star Wars: Episode I - The Phantom Menace 2012 3D Release,102739593,43456382,59283211,2012.csv,2012,42.29759991359903,57.702400086400964
645,Project X,102731865,54731865,48000000,2012.csv,2012,53.27642499238186,46.72357500761814
646,Railroad Tigers,102205175,218044,101987131,2016.csv,2016,0.2133394908819441,99.78666050911805
647,Heaven Is for Real,101888019,91443253,10444766,2014.csv,2014,89.74877900020806,10.251220999791938
648,Detective Conan: Zero the Enforcer,101860359,0,101860359,2018.csv,2018,0.0,100.0
649,The Devil Inside,101758490,53261944,48496546,2012.csv,2012,52.34152354265477,47.65847645734523
650,Joy,101134059,56451232,44682827,2015.csv,2015,55.81822044737669,44.18177955262332
651,"Alexander and the Terrible, Horrible, No Good, Very Bad Day",100654149,66954149,33700000,2014.csv,2014,66.5190155251325,33.4809844748675
652,Life,100541806,30234022,70307784,2017.csv,2017,30.071095003008004,69.928904996992
653,Instructions Not Included,100486616,44467206,56019410,2013.csv,2013,44.25186932357241,55.7481306764276
654,Tammy,100375432,84525432,15850000,2014.csv,2014,84.20928340313395,15.790716596866053
655,PK,100370104,10616104,89754000,2014.csv,2014,10.576958254422054,89.42304174557795
656,Philomena,100129872,37709979,62419893,2013.csv,2013,37.6610678180034,62.3389321819966
657,The Continent,100125957,0,100125957,2014.csv,2014,0.0,100.0
658,Atomic Blonde,100014025,51687870,48326155,2017.csv,2017,51.68062179279356,48.319378207206434
659,The Book of Life,99783556,50151543,49632013,2014.csv,2014,50.26032846534353,49.73967153465647
660,Black Mass,99775678,62575678,37200000,2015.csv,2015,62.71636460340565,37.28363539659435
661,Insidious,99557032,54009150,45547882,2011.csv,2011,54.24945773795265,45.75054226204735
662,Line Walker 2: Invisible Spy,99482027,296751,99185276,2019.csv,2019,0.2982960932229497,99.70170390677706
663,The Lucky One,99357138,60457138,38900000,2012.csv,2012,60.848308653979146,39.151691346020854
664,Blue Jasmine,99104804,33405481,65699323,2013.csv,2013,33.70722674553698,66.29277325446303
665,Ode to My Father,99085291,2300121,96785170,2014.csv,2014,2.3213546398122804,97.67864536018772
666,Justin Bieber: Never Say Never,99036827,73013910,26022917,2011.csv,2011,73.72399965923788,26.276000340762128
667,Young Detective Dee: Rise of the Sea Dragon,98774891,87783,98687108,2013.csv,2013,0.08887177612780155,99.9111282238722
668,Spotlight,98690254,45055776,53634478,2015.csv,2015,45.653723821604515,54.34627617839549
669,Devil and Angel,98599942,131058,98468884,2015.csv,2015,0.1329189422849762,99.86708105771503
670,The Visit,98450062,65206105,33243957,2015.csv,2015,66.2326703257942,33.76732967420579
671,Riddick,98337295,42025135,56312160,2013.csv,2013,42.735703681904205,57.264296318095795
672,Alpha,98203196,35857181,62346015,2018.csv,2018,36.513252582940375,63.48674741705962
673,Paul,97984015,37412945,60571070,2011.csv,2011,38.18270255612612,61.817297443873876
674,Along With the Gods: The Last 49 Days,97962238,1200246,96761992,2018.csv,2018,1.2252129233715547,98.77478707662844
675,A Simple Favor,97644617,53548586,44096031,2018.csv,2018,54.84028474401206,45.15971525598795
676,Safe Haven,97594140,71349120,26245020,2013.csv,2013,73.1079960333684,26.892003966631606
677,The Little Prince,97571250,1339152,96232098,2015.csv,2015,1.3724862600407395,98.62751373995926
678,Evil Dead,97542952,54239856,43303096,2013.csv,2013,55.60612518677925,44.39387481322075
679,42,97470701,95020213,2450488,2013.csv,2013,97.48592348792074,2.5140765120792556
680,Scream 4,97138686,38180928,58957758,2011.csv,2011,39.305584183010254,60.694415816989746
681,Legend of the Demon Cat,97051623,0,97051623,2017.csv,2017,0.0,100.0
682,The Shack,96942115,57386418,39555697,2017.csv,2017,59.19658138261168,40.803418617388324
683,Boonie Bears: The Big Shrink,96845907,0,96845907,2018.csv,2018,0.0,100.0
684,The Rite,96560591,33047633,63512958,2011.csv,2011,34.22476256384967,65.77523743615032
685,Contraband,96262212,66528000,29734212,2012.csv,2012,69.11123131057907,30.88876868942093
686,Assassination,96119773,1904682,94215091,2015.csv,2015,1.9815714712518098,98.01842852874819
687,Think Like a Man,96070507,91547205,4523302,2012.csv,2012,95.29168509540602,4.708314904593977
688,Dolphin Tale,95932565,72286779,23645786,2011.csv,2011,75.35165874069978,24.648341259300217
689,The Favourite,95918706,34366783,61551923,2018.csv,2018,35.82907279837574,64.17092720162427
690,Qing sheng,95721752,100026,95621726,2016.csv,2016,0.10449662475881134,99.89550337524119
691,The New King of Comedy,95618308,0,95618308,2019.csv,2019,0.0,100.0
692,Poltergeist,95437994,47425125,48012869,2015.csv,2015,49.69208070320506,50.30791929679494
693,The Mortal Instruments: City of Bones,95396573,31165421,64231152,2013.csv,2013,32.669329746258285,67.33067025374172
694,Truth or Dare,95330493,41411015,53919478,2018.csv,2018,43.43942184375361,56.5605781562464
695,Rush,95224595,26947624,68276971,2013.csv,2013,28.29901665635858,71.70098334364143
696,The Hustle,95017038,35417038,59600000,2019.csv,2019,37.27440756467277,62.72559243532723
697,Adoring,94975692,0,94975692,2019.csv,2019,0.0,100.0
698,Kill Mobile,94870905,0,94870905,2018.csv,2018,0.0,100.0
699,I Feel Pretty,94539426,48795601,45743825,2018.csv,2018,51.61402291568811,48.38597708431189
700,Veteran,94393020,1200627,93192393,2015.csv,2015,1.271944684045494,98.7280553159545
701,Masquerade,94268432,922921,93345511,2012.csv,2012,0.9790350602203716,99.02096493977963
702,Police Story: Lockdown,94249025,0,94249025,2013.csv,2013,0.0,100.0
703,Fleet of Time,94244191,569280,93674911,2014.csv,2014,0.6040478399353016,99.3959521600647
704,Dirty Grandpa,94073028,35593113,58479915,2016.csv,2016,37.8356195784407,62.16438042155931
705,Ben-Hur,94061311,26410477,67650834,2016.csv,2016,28.077938441661736,71.92206155833827
706,Blockers,94017294,60311495,33705799,2018.csv,2018,64.14936277574634,35.85063722425366
707,In the Heart of the Sea,93920758,25020758,68900000,2015.csv,2015,26.640285420183684,73.35971457981631
708,The Man from Macau,93864936,0,93864936,2014.csv,2014,0.0,100.0
709,Rien à déclarer,93811164,0,93811164,2011.csv,2011,0.0,100.0
710,Kill Zone 2,93638358,11998,93626360,2015.csv,2015,0.012813125151126635,99.98718687484887
711,The Internship,93492844,44672764,48820080,2013.csv,2013,47.782014204210114,52.217985795789886
712,BlacKkKlansman,93400823,49275340,44125483,2018.csv,2018,52.75685847008008,47.243141529919924
713,Goosebumps 2: Haunted Halloween,93320380,46700633,46619747,2018.csv,2018,50.04333780038187,49.95666219961814
714,Money Monster,93282604,41012075,52270529,2016.csv,2016,43.96540538255129,56.03459461744872
715,Train to Busan,92742323,2129768,90612555,2016.csv,2016,2.2964359001445325,97.70356409985547
716,Southpaw,91970827,52421953,39548874,2015.csv,2015,56.99845778270538,43.00154221729462
717,Brave Hearts: Umizaru,91884352,0,91884352,2012.csv,2012,0.0,100.0
718,Shadow,91708374,521396,91186978,2018.csv,2018,0.5685369582498541,99.43146304175015
719,Season of the Witch,91627228,24827228,66800000,2011.csv,2011,27.09590647007241,72.9040935299276
720,Crawl,91542097,39014193,52527904,2019.csv,2019,42.61885436161682,57.38114563838318
721,Five Feet Apart,91522094,45729221,45792873,2019.csv,2019,49.965225883052895,50.0347741169471
722,Rambo: Last Blood,91490353,44819352,46671001,2019.csv,2019,48.988063255149974,51.011936744850026
723,Overboard,91244913,50316123,40928790,2018.csv,2018,55.1440308787406,44.8559691212594
724,Paranormal Activity: The Marked Ones,90894962,32462372,58432590,2014.csv,2014,35.71415982329141,64.28584017670859
725,My Big Fat Greek Wedding 2,90632641,59689605,30943036,2016.csv,2016,65.85883887020351,34.141161129796494
726,Sherlock Gnomes,90497778,43242871,47254907,2018.csv,2018,47.78335110062039,52.21664889937961
727,Jojo Rabbit,90335025,33370906,56964119,2019.csv,2019,36.941270564767095,63.0587294352329
728,Red Riding Hood,90260376,37662162,52598214,2011.csv,2011,41.72613019028416,58.27386980971584
729,Detective Dee: The Four Heavenly Kings,90040771,262963,89777808,2018.csv,2018,0.29204880975530517,99.7079511902447
730,Sucker Punch,89792502,36392502,53400000,2011.csv,2011,40.52955557469598,59.47044442530402
731,The Hundred-Foot Journey,89514453,54240821,35273632,2014.csv,2014,60.594484110850786,39.40551588914921
732,The Purge,89328627,64473115,24855512,2013.csv,2013,72.17519978226017,27.82480021773983
733,The Inbetweeners,88823111,36000,88787111,2011.csv,2011,0.040529992244923735,99.95947000775509
734,Collateral Beauty,88528280,31016021,57512259,2016.csv,2016,35.0351559976089,64.9648440023911
735,Line Walker,88228755,0,88228755,2016.csv,2016,0.0,100.0
736,This Is 40,88215156,67544505,20670651,2012.csv,2012,76.56791424820469,23.432085751795302
737,Dhoom 3,88031955,8031955,80000000,2013.csv,2013,9.123908471645324,90.87609152835468
738,Chasing the Dragon,87965942,456854,87509088,2017.csv,2017,0.5193532742478902,99.48064672575211
739,Deliver Us from Evil,87937815,30577122,57360693,2014.csv,2014,34.77130060600209,65.2286993939979
740,Tiger Zinda Hai,87320000,5560921,81759079,2017.csv,2017,6.368439074667888,93.63156092533211
741,Pain & Gain,87305549,49875291,37430258,2013.csv,2013,57.12728637672274,42.87271362327726
742,Sultan,87280000,6200000,81080000,2016.csv,2016,7.1035747021081574,92.89642529789184
743,A Million Ways to Die in the West,87189756,43139300,44050456,2014.csv,2014,49.477486781818726,50.522513218181274
744,The Thieves,87126367,685839,86440528,2012.csv,2012,0.7871773191231536,99.21282268087684
745,About Time,87100449,15322921,71777528,2013.csv,2013,17.592241114623874,82.40775888537613
746,American Dreams in China,87097067,0,87097067,2013.csv,2013,0.0,100.0
747,"Hello, Mrs. Money",86874070,0,86874070,2018.csv,2018,0.0,100.0
748,Snowpiercer,86758912,4563650,82195262,2013.csv,2013,5.260151256853014,94.73984874314698
749,The Lincoln Lawyer,86752352,58009200,28743152,2011.csv,2011,66.86758187259292,33.13241812740708
750,Robin Hood,86489031,30824628,55664403,2018.csv,2018,35.63992756491861,64.36007243508139
751,A Taxi Driver,86252940,1527829,84725111,2017.csv,2017,1.7713355625906781,98.22866443740932
752,War Dogs,86234523,43034523,43200000,2016.csv,2016,49.90405408747956,50.09594591252045
753,Step Up All In,86165646,14904384,71261262,2014.csv,2014,17.297362338582133,82.70263766141787
754,Hall Pass,86157237,45060734,41096503,2011.csv,2011,52.300579230506195,47.699420769493805
755,I Can Only Imagine,86086881,83482352,2604529,2018.csv,2018,96.97453436604353,3.025465633956468
756,John Wick,86013056,43037835,42975221,2014.csv,2014,50.03639796265348,49.96360203734652
757,The Second Best Exotic Marigold Hotel,85978266,33078266,52900000,2015.csv,2015,38.472822887588826,61.52717711241118
758,Spy Kids 4-D: All the Time in the World,85564310,38538188,47026122,2011.csv,2011,45.04002661857496,54.95997338142503
759,Paper Towns,85512300,32000304,53511996,2015.csv,2015,37.42187264288295,62.57812735711704
760,The Possession,85446075,49130154,36315921,2012.csv,2012,57.49843278348362,42.501567216516385
761,Big Fish & Begonia,85409373,0,85409373,2016.csv,2016,0.0,100.0
762,Nerve,85251425,38583626,46667799,2016.csv,2016,45.25862881470896,54.74137118529103
763,Hidden Man,85170581,0,85170581,2018.csv,2018,0.0,100.0
764,J. Edgar,84920539,37306030,47614509,2011.csv,2011,43.93051485459837,56.06948514540163
765,Going in Style,84918541,45018541,39900000,2017.csv,2017,53.01379471416025,46.98620528583975
766,Sicario,84872444,46889293,37983151,2015.csv,2015,55.24678068655593,44.75321931344406
767,Carrie,84790678,35266619,49524059,2013.csv,2013,41.59256634320108,58.40743365679892
768,The Judge,84419388,47119388,37300000,2014.csv,2014,55.81583699706517,44.184163002934824
769,What to Expect When You're Expecting,84384002,41152203,43231799,2012.csv,2012,48.76777828100639,51.23222171899361
770,Leap!,84197417,2844490,81352927,2016.csv,2016,3.37835779451524,96.62164220548476
771,Finding Mr. Right,84112033,6945,84105088,2013.csv,2013,0.008256844772733052,99.99174315522727
772,Our Times,83867493,0,83867493,2015.csv,2015,0.0,100.0
773,Mortal Engines,83672673,15951040,67721633,2018.csv,2018,19.063619492591087,80.93638050740891
774,Rings,83080890,27793018,55287872,2017.csv,2017,33.45296132480045,66.54703867519956
775,Suck Me Shakespeer 2,83027924,0,83027924,2015.csv,2015,0.0,100.0
776,Savages,82966152,47382068,35584084,2012.csv,2012,57.110118834967786,42.889881165032214
777,Once Upon A Time,82886178,485728,82400450,2017.csv,2017,0.5860180933906736,99.41398190660932
778,The Fighter Pilot,82879386,0,82879386,2013.csv,2013,0.0,100.0
779,"Big Mommas: Like Father, Like Son",82686066,37915414,44770652,2011.csv,2011,45.85465947793429,54.14534052206571
780,Sinister,82515113,48086903,34428210,2012.csv,2012,58.27647960683275,41.72352039316725
781,Act of Valor,82497035,70012847,12484188,2012.csv,2012,84.86710704208946,15.13289295791055
782,Hitman: Agent 47,82347656,22467450,59880206,2015.csv,2015,27.28365455842483,72.71634544157517
783,Tiny Times 3.0,82320000,0,82320000,2014.csv,2014,0.0,100.0
784,Miracle in Cell No. 7,82101723,0,82101723,2013.csv,2013,0.0,100.0
785,Abduction,82087155,28087155,54000000,2011.csv,2011,34.21626075358562,65.78373924641437
786,Ouija: Origin of Evil,81705746,35144505,46561241,2016.csv,2016,43.013504827432826,56.986495172567174
787,One Piece: Stampede,81562741,1298528,80264213,2019.csv,2019,1.592060276640286,98.40793972335972
788,Frankenweenie,81491068,35291068,46200000,2012.csv,2012,43.30667012487798,56.693329875122025
789,Wolf Warrior,81411331,0,81411331,2015.csv,2015,0.0,100.0
790,Gone with the Bullets,81387479,0,81387479,2014.csv,2014,0.0,100.0
791,Tinker Tailor Soldier Spy,81244605,24149393,57095212,2011.csv,2011,29.7243035399089,70.27569646009111
792,iPartment the Movie,81096321,0,81096321,2018.csv,2018,0.0,100.0
793,Underworld: Blood Wars,81093313,30353973,50739340,2016.csv,2016,37.430919858953104,62.569080141046896
794,Doraemon the Movie: Nobita's Treasure Island,80920916,0,80920916,2018.csv,2018,0.0,100.0
795,A Dog's Way Home,80708134,42004346,38703788,2019.csv,2019,52.044749293794844,47.95525070620515
796,Go Away Mr. Tumor,80606893,286639,80320254,2015.csv,2015,0.3556011022531287,99.64439889774687
797,Den of Thieves,80509622,44947622,35562000,2018.csv,2018,55.828882167649475,44.171117832350525
798,Muppets Most Wanted,80383113,51183113,29200000,2014.csv,2014,63.673962216417266,36.32603778358273
799,Hereditary,80200936,44069456,36131480,2018.csv,2018,54.94880508626483,45.05119491373517
800,The Wedding Ringer,79799880,64460211,15339669,2015.csv,2015,80.77732823658381,19.222671763416184
801,The Grey,79781695,51580236,28201459,2012.csv,2012,64.65171741462751,35.348282585372495
802,Paradox,79226860,0,79226860,2017.csv,2017,0.0,100.0
803,Manchester by the Sea,78988148,47695371,31292777,2016.csv,2016,60.382946312401195,39.617053687598805
804,Lady Bird,78965611,48958273,30007338,2017.csv,2017,61.99948608008617,38.00051391991382
805,Paranormal Activity: The Ghost Dimension,78903124,18300124,60603000,2015.csv,2015,23.193155191168348,76.80684480883166
806,The Boss,78844582,63285885,15558697,2016.csv,2016,80.26662504216206,19.733374957837942
807,Code Blue: The Movie,78778562,0,78778562,2018.csv,2018,0.0,100.0
808,Spanish Affair,78768613,0,78768613,2014.csv,2014,0.0,100.0
809,The Attorney,78547586,557236,77990350,2013.csv,2013,0.7094247301247424,99.29057526987526
810,The Family,78418811,36918811,41500000,2013.csv,2013,47.07902418974447,52.92097581025552
811,Scary Movie V,78378744,32015787,46362957,2013.csv,2013,40.84753769465864,59.15246230534136
812,R.I.P.D.,78324220,33618855,44705365,2013.csv,2013,42.92268087700075,57.07731912299925
813,Priest,78309505,29137000,49172505,2011.csv,2011,37.20748841408204,62.79251158591796
814,If I Stay,78274843,50474843,27800000,2014.csv,2014,64.4841191185781,35.51588088142189
815,Tag,78130625,54730625,23400000,2018.csv,2018,70.05015638874002,29.94984361125999
816,Head Full of Honey,78127384,0,78127384,2014.csv,2014,0.0,100.0
817,The Left Ear,78015473,0,78015473,2015.csv,2015,0.0,100.0
818,Shin Godzilla,77947607,1918403,76029204,2016.csv,2016,2.461144188813904,97.5388558111861
819,Tiny Times 4.0,77750000,0,77750000,2015.csv,2015,0.0,100.0
820,Tiny Times,77717014,23462,77693552,2013.csv,2013,0.030189013695250823,99.96981098630475
821,Suck Me Shakespeer,77676735,0,77676735,2013.csv,2013,0.0,100.0
822,Diary of a Wimpy Kid: Dog Days,77229695,49008662,28221033,2012.csv,2012,63.45831354118386,36.54168645881613
823,Fantastica: A Boonie Bears Adventure,77151096,0,77151096,2017.csv,2017,0.0,100.0
824,Mike and Dave Need Wedding Dates,77068246,46009673,31058573,2016.csv,2016,59.699909350473604,40.300090649526396
825,Drive,76976666,35061555,41915111,2011.csv,2011,45.5482899194413,54.451710080558705
826,"I, Frankenstein",76801179,19075290,57725889,2014.csv,2014,24.8372358971208,75.1627641028792
827,Sanju,76693052,7909317,68783735,2018.csv,2018,10.312951165380666,89.68704883461933
828,The Book Thief,76586316,21488481,55097835,2013.csv,2013,28.057859578987976,71.94214042101203
829,Cold Pursuit,76419755,32138862,44280893,2019.csv,2019,42.055698817668286,57.944301182331714
830,The Ides of March,76338111,40962534,35375577,2011.csv,2011,53.65934978401549,46.34065021598452
831,Kubo and the Two Strings,76249438,48023088,28226350,2016.csv,2016,62.981563221488926,37.018436778511074
832,The Mechanic,76130093,29121498,47008595,2011.csv,2011,38.25228218229025,61.74771781770975
833,Vice,76073488,47836282,28237206,2018.csv,2018,62.88167304751426,37.11832695248573
834,Widows,75984700,42402632,33582068,2018.csv,2018,55.80417110286676,44.19582889713324
835,Quo vado?,75878701,0,75878701,2016.csv,2016,0.0,100.0
836,Sicario: Day of the Soldado,75837743,50072235,25765508,2018.csv,2018,66.02548153364744,33.97451846635256
837,A Dog's Journey,75741734,22782371,52959363,2019.csv,2019,30.079019579879173,69.92098042012083
838,Bajrangi Bhaijaan,75547184,8178001,67369183,2015.csv,2015,10.825024265629809,89.1749757343702
839,Searching,75462037,26020957,49441080,2018.csv,2018,34.48218208050758,65.51781791949242
840,The Change-Up,75450437,37081475,38368962,2011.csv,2011,49.14679950760259,50.85320049239741
841,The Spy Who Dumped Me,75320680,33562069,41758611,2018.csv,2018,44.55890334500432,55.44109665499568
842,Larry Crowne,75055070,35608245,39446825,2011.csv,2011,47.44282431553258,52.55717568446742
843,Animal World,74922830,0,74922830,2018.csv,2018,0.0,100.0
844,Boo! A Madea Halloween,74827344,73206343,1621001,2016.csv,2016,97.8336782874453,2.1663217125547045
845,A Madea Family Funeral,74747725,73257045,1490680,2019.csv,2019,98.00571856869223,1.9942814313077755
846,Crimson Peak,74679822,31090320,43589502,2014.csv,2014,41.63148648104705,58.368513518952945
847,Escape from Planet Earth,74597643,57012977,17584666,2013.csv,2013,76.42731687916735,23.572683120832654
848,Thermae Romae,74285251,0,74285251,2012.csv,2012,0.0,100.0
849,One Piece Film Z,74223861,0,74223861,2012.csv,2012,0.0,100.0
850,August: Osage County,74188937,37738810,36450127,2013.csv,2013,50.86851426379111,49.13148573620889
851,Miracles from Heaven,73983003,61705123,12277880,2016.csv,2016,83.40445845378837,16.595541546211635
852,Cats,73833348,27166770,46666578,2019.csv,2019,36.794715038521616,63.205284961478384
853,Charlie's Angels,73279888,17803077,55476811,2019.csv,2019,24.294629107511735,75.70537089248826
854,War Room,73267874,67790117,5477757,2015.csv,2015,92.52365777666758,7.476342223332426
855,To Rome with Love,73244881,16685867,56559014,2012.csv,2012,22.780932636097805,77.2190673639022
856,Here Comes the Boom,73100172,45290318,27809854,2012.csv,2012,61.95651359069305,38.043486409306944
857,My Old Classmate,73052128,0,73052128,2014.csv,2014,0.0,100.0
858,Bayside Shakedown the Final,72867395,0,72867395,2012.csv,2012,0.0,100.0
859,The Best Man Holiday,72835710,70525195,2310515,2013.csv,2013,96.82777170703766,3.1722282929623398
860,The Bélier Family,72751538,0,72751538,2014.csv,2014,0.0,100.0
861,The Transporter Refueled,72629670,16029670,56600000,2015.csv,2015,22.070415575342693,77.9295844246573
862,Diary of a Wimpy Kid: Rodrick Rules,72526996,52698535,19828461,2011.csv,2011,72.66057868989914,27.339421310100864
863,Amazing China,72506343,0,72506343,2018.csv,2018,0.0,100.0
864,Serial (Bad) Weddings 2,72488125,0,72488125,2019.csv,2019,0.0,100.0
865,Doctor Sleep,72381712,31581712,40800000,2019.csv,2019,43.63217051290525,56.36782948709475
866,Second Act,72282227,39282227,33000000,2018.csv,2018,54.345623579085355,45.654376420914645
867,What Men Want,72216294,54611903,17604391,2019.csv,2019,75.62268841987377,24.377311580126225
868,Run All Night,71561644,26461644,45100000,2015.csv,2015,36.97741208963841,63.022587910361594
869,Brick Mansions,71416730,20396829,51019901,2014.csv,2014,28.560295325759107,71.4397046742409
870,The Counselor,71009334,16973715,54035619,2013.csv,2013,23.903498376706363,76.09650162329363
871,Son of God,70829270,59700064,11129206,2014.csv,2014,84.2872784090532,15.712721590946794
872,I Am Not Madame Bovary,70826207,436798,70389409,2016.csv,2016,0.6167180461887505,99.38328195381125
873,Spirited Away 2018 Re-release,70186029,1175067,69010962,2018.csv,2018,1.6742178133485794,98.32578218665142
874,Think Like a Man Too,70181428,65182182,4999246,2014.csv,2014,92.8766824180323,7.123317581967696
875,See You Tomorrow,70065569,0,70065569,2016.csv,2016,0.0,100.0
