Rank,Release Group,Worldwide,Domestic,Foreign,filename,year,Domestic %,Foreign %
1175,Love on the Cloud,45386560,271734,45114826,2014.csv,2014,0.5987102789900799,99.40128972100992
1176,Blair Witch,45173154,20777061,24396093,2016.csv,2016,45.99426686035693,54.00573313964308
1177,Flatliners,45158254,16883115,28275139,2017.csv,2017,37.38655396198445,62.61344603801555
1178,Boonie Bears: The Big Top Secret,45150390,0,45150390,2016.csv,2016,0.0,100.0
1179,Grudge Match,44907260,29807260,15100000,2013.csv,2013,66.37514735924658,33.62485264075341
1180,Child's Play,44907074,29208403,15698671,2019.csv,2019,65.04187513976083,34.95812486023917
1181,Still Alice,44779195,18754371,26024824,2015.csv,2015,41.88188510311541,58.118114896884585
1182,The White Storm,44670277,0,44670277,2013.csv,2013,0.0,100.0
1183,Bad Genius,44560421,0,44560421,2017.csv,2017,0.0,100.0
1184,Mother!,44516999,17800004,26716995,2017.csv,2017,39.984734820062776,60.01526517993722
1185,Oculus,44446287,27695246,16751041,2014.csv,2014,62.31172021185931,37.68827978814068
1186,Detective Conan: The Eleventh Striker,44369456,0,44369456,2012.csv,2012,0.0,100.0
1187,House at the End of the Street,44287131,31611916,12675215,2012.csv,2012,71.37946235442526,28.62053764557474
1188,Tarzan,44095996,0,44095996,2013.csv,2013,0.0,100.0
1189,The Great Hypnotist,44077818,0,44077818,2014.csv,2014,0.0,100.0
1190,Winchester,44019588,25091816,18927772,2018.csv,2018,57.00147852360635,42.99852147639365
1191,Kick,43996483,2472695,41523788,2014.csv,2014,5.6202105972879695,94.37978940271203
1192,Wind River,43980821,33800859,10179962,2017.csv,2017,76.85363354176586,23.146366458234148
1193,Max,43967255,42656255,1311000,2015.csv,2015,97.01823550276222,2.9817644972377737
1194,Battle of Memories,43892362,594552,43297810,2017.csv,2017,1.354568250393998,98.645431749606
1195,Son of a Rich,43833888,0,43833888,2019.csv,2019,0.0,100.0
1196,Café Society,43763247,11103205,32660042,2016.csv,2016,25.371072215002695,74.6289277849973
1197,Richard Jewell,43745542,22345542,21400000,2019.csv,2019,51.080729551824966,48.91927044817504
1198,The DUFF,43709744,34030343,9679401,2015.csv,2015,77.85527867653491,22.144721323465085
1199,League of Gods,43498766,181633,43317133,2016.csv,2016,0.4175589716728976,99.58244102832711
1200,Secretly Greatly,43447199,0,43447199,2013.csv,2013,0.0,100.0
1201,Harriet,43347017,43082155,264862,2019.csv,2019,99.38897294824231,0.6110270517576792
1202,Beastly,43202283,27865571,15336712,2011.csv,2011,64.50022791619601,35.499772083804
1203,The Snowman,43155261,6700035,36455226,2017.csv,2017,15.52541878961177,84.47458121038824
1204,A Shaun the Sheep Movie: Farmageddon,43100248,0,43100248,2019.csv,2019,0.0,100.0
1205,Annihilation,43070915,32732301,10338614,2018.csv,2018,75.99629819798349,24.00370180201651
1206,Gifted,43046590,24801212,18245378,2017.csv,2017,57.614812230190594,42.385187769809406
1207,The Possession of Hannah Grace,43016528,14837422,28179106,2018.csv,2018,34.492374651901244,65.50762534809877
1208,Legend,42972994,1872994,41100000,2015.csv,2015,4.358537364187378,95.64146263581263
1209,"The Chef, The Actor, The Scoundrel",42970000,0,42970000,2013.csv,2013,0.0,100.0
1210,The Gallows,42964410,22764410,20200000,2015.csv,2015,52.98434215668271,47.01565784331729
1211,Asterix and Obelix: Mansion of the Gods,42830578,0,42830578,2014.csv,2014,0.0,100.0
1212,Detective Conan: Quarter of Silence,42808575,0,42808575,2011.csv,2011,0.0,100.0
1213,Doraemon: Nobita's Secret Gadget Museum,42770271,0,42770271,2013.csv,2013,0.0,100.0
1214,Shaolin,42741494,66099,42675395,2011.csv,2011,0.1546483143523247,99.84535168564767
1215,Almost Christmas,42580920,42158780,422140,2016.csv,2016,99.00861700498722,0.9913829950127897
1216,Thermae Romae II,42473163,0,42473163,2014.csv,2014,0.0,100.0
1217,Love the Coopers,42426912,26302731,16124181,2015.csv,2015,61.99539339558816,38.00460660441184
1218,Loving Vincent,42187665,6735118,35452547,2017.csv,2017,15.964661708582353,84.03533829141764
1219,The Throne,42165755,0,42165755,2015.csv,2015,0.0,100.0
1220,Long Day's Journey Into Night,42140994,521365,41619629,2018.csv,2018,1.237191984602926,98.76280801539707
1221,Jobs,42128352,16131410,25996942,2013.csv,2013,38.29110144161348,61.70889855838653
1222,Bang Bang,42045981,2546172,39499809,2014.csv,2014,6.055684608714445,93.94431539128556
1223,Detective Conan: The Sniper from Another Dimension,42028116,0,42028116,2014.csv,2014,0.0,100.0
1224,Mary and the Witch's Flower,41978431,2418404,39560027,2017.csv,2017,5.7610633422673665,94.23893665773264
1225,Rurouni Kenshin: The Legend Ends,41900000,0,41900000,2014.csv,2014,0.0,100.0
1226,"As Above, So Below",41898409,21321100,20577309,2014.csv,2014,50.887612462802586,49.112387537197414
1227,Call Me by Your Name,41887595,18095701,23791894,2017.csv,2017,43.20062061333433,56.79937938666567
1228,The Guilt Trip,41863726,37134215,4729511,2012.csv,2012,88.70260377683535,11.297396223164656
1229,No Man's Land,41807712,0,41807712,2013.csv,2013,0.0,100.0
1230,T2 Trainspotting,41681746,2402004,39279742,2017.csv,2017,5.762724047116452,94.23727595288355
1231,Overlord,41657844,21704844,19953000,2018.csv,2018,52.10265802522089,47.89734197477911
1232,Born to Be Wild,41644475,25978556,15665919,2011.csv,2011,62.38175892480336,37.61824107519665
1233,Safe,41564670,17142080,24422590,2012.csv,2012,41.24194899177595,58.75805100822406
1234,The Great Battle,41509280,472166,41037114,2018.csv,2018,1.13749503725432,98.86250496274567
1235,Lupin III vs. Detective Conan: The Movie,41397727,0,41397727,2013.csv,2013,0.0,100.0
1236,The Lady in the Van,41387687,10021175,31366512,2015.csv,2015,24.212938017048405,75.7870619829516
1237,Shark Night,41363927,18877153,22486774,2011.csv,2011,45.636752525938846,54.36324747406115
1238,Ricki and the Flash,41325328,26822144,14503184,2015.csv,2015,64.9048544756862,35.0951455243138
1239,This Is Where I Leave You,41296320,34296320,7000000,2014.csv,2014,83.04933708378857,16.95066291621142
1240,The Darkest Minds,41142379,12695691,28446688,2018.csv,2018,30.857940908084096,69.14205909191591
1241,50/50,41097853,35014192,6083661,2011.csv,2011,85.19713183070658,14.802868169293419
1242,Fist Fight,41087017,32187017,8900000,2017.csv,2017,78.33865622320549,21.661343776794503
1243,"Lost, Found",41043552,0,41043552,2018.csv,2018,0.0,100.0
1244,Dredd,41037742,13414714,27623028,2012.csv,2012,32.6887234682649,67.3112765317351
1245,Fright Night,41002607,18302607,22700000,2011.csv,2011,44.63766657568871,55.36233342431128
1246,La vérité si je mens! 3,40928635,0,40928635,2012.csv,2012,0.0,100.0
1247,Always: Sunset on Third Street '64,40923305,0,40923305,2012.csv,2012,0.0,100.0
1248,Drive Angry,40909909,10721033,30188876,2011.csv,2011,26.2064454848824,73.79355451511759
1249,Fighting with My Family,40812363,22958886,17853477,2019.csv,2019,56.25473340026893,43.74526659973107
1250,30 Minutes or Less,40662632,37053924,3608708,2011.csv,2011,91.12524737700205,8.87475262299794
1251,The Circle,40656399,20497844,20158555,2017.csv,2017,50.4172639588666,49.5827360411334
1252,Ocho apellidos catalanes,40591862,0,40591862,2015.csv,2015,0.0,100.0
1253,Gantz,40568961,0,40568961,2011.csv,2011,0.0,100.0
1254,The Roommate,40492652,37300000,3192652,2011.csv,2011,92.11547813662587,7.8845218633741245
1255,Holmes & Watson,40466970,30573626,9893344,2018.csv,2018,75.55205146320567,24.44794853679433
1256,The Witch,40423945,25138705,15285240,2016.csv,2016,62.18765882449128,37.81234117550872
1257,Masquerade Hotel,40396244,0,40396244,2019.csv,2019,0.0,100.0
1258,Carol,40272135,12711491,27560644,2015.csv,2015,31.56398586764769,68.43601413235231
1259,Yolki 3,40267368,0,40267368,2013.csv,2013,0.0,100.0
1260,SP: The Motion Picture II,40255101,0,40255101,2011.csv,2011,0.0,100.0
1261,Boonie Bears: To the Rescue,40163675,0,40163675,2014.csv,2014,0.0,100.0
1262,Diary of a Wimpy Kid: The Long Haul,40140972,20738724,19402248,2017.csv,2017,51.66472799911273,48.33527200088727
1263,The Wild Life,40075446,8005586,32069860,2016.csv,2016,19.976286726790267,80.02371327320974
1264,Northern Limit Line,40034677,337907,39696770,2015.csv,2015,0.8440357842777151,99.15596421572228
1265,Dream House,39984400,21302340,18682060,2011.csv,2011,53.276627884875104,46.7233721151249
1266,Love O2O,39969537,0,39969537,2016.csv,2016,0.0,100.0
1267,Brotherhood of Blades 2,39966092,14204,39951888,2017.csv,2017,0.035540127365968135,99.96445987263404
1268,Monte Carlo,39782683,23186769,16595914,2011.csv,2011,58.28357277964385,41.71642722035615
1269,Eiga Kaibutsukun,39766344,0,39766344,2011.csv,2011,0.0,100.0
1270,The Last Wish,39756292,0,39756292,2019.csv,2019,0.0,100.0
1271,Midnight Runners,39730433,0,39730433,2017.csv,2017,0.0,100.0
1272,The Forest,39712000,26594261,13117739,2016.csv,2016,66.96782080983078,33.03217919016922
1273,The November Man,39661919,25018119,14643800,2014.csv,2014,63.078438035234754,36.921561964765246
1274,Intimate Strangers,39576060,0,39576060,2018.csv,2018,0.0,100.0
1275,Thugs of Hindostan,39570044,1449848,38120196,2018.csv,2018,3.6640040127324602,96.33599598726754
1276,Recep Ivedik 4,39477906,0,39477906,2014.csv,2014,0.0,100.0
1277,Don Jon,39439355,24477704,14961651,2013.csv,2013,62.06415901071405,37.93584098928596
1278,Sin City: A Dame to Kill For,39407616,13757804,25649812,2014.csv,2014,34.91153588179503,65.08846411820497
1279,Uri: The Surgical Strike,39346577,4186168,35160409,2019.csv,2019,10.639217739322024,89.36078226067798
1280,The Gambler,39280992,33680992,5600000,2014.csv,2014,85.74374089126874,14.256259108731268
1281,Mars Needs Moms,39233678,21392758,17840920,2011.csv,2011,54.526516733914164,45.473483266085836
1282,Absolutely Fabulous: The Movie,39219109,4772155,34446954,2016.csv,2016,12.167933238870878,87.83206676112913
1283,My Mom Is a Character 2,39195565,0,39195565,2016.csv,2016,0.0,100.0
1284,Sink or Swim,39193850,0,39193850,2018.csv,2018,0.0,100.0
1285,Samba,39178695,151530,39027165,2014.csv,2014,0.3867663279749364,99.61323367202506
1286,Show Dogs,39156854,17857020,21299834,2018.csv,2018,45.603816894993656,54.396183105006344
1287,Women Who Flirt,39156132,375495,38780637,2014.csv,2014,0.9589685722787942,99.04103142772121
1288,Masterpiece Mystery: Sherlock: The Abominable Bride,39139204,0,39139204,2016.csv,2016,0.0,100.0
1289,Ex-Files 2: The Backup Strikes Back,39108291,0,39108291,2015.csv,2015,0.0,100.0
1290,Believer,39047153,365639,38681514,2018.csv,2018,0.9364037372968012,99.0635962627032
1291,The Crown Jewels,39000000,0,39000000,2011.csv,2011,0.0,100.0
1292,Forbidden Empire 2014 Re-release,38885962,0,38885962,2014.csv,2014,0.0,100.0
1293,The Spy Gone North,38844509,500803,38343706,2018.csv,2018,1.2892504317663018,98.71074956823371
1294,Criminal,38803993,14708696,24095297,2015.csv,2015,37.90510940459143,62.09489059540857
1295,Antoine and Sebastian,38719881,0,38719881,2013.csv,2013,0.0,100.0
1296,On the Basis of Sex,38673750,24622687,14051063,2018.csv,2018,63.66769966708685,36.33230033291316
1297,"Crouching Tiger, Hidden Dragon: Sword of Destiny",38659039,0,38659039,2016.csv,2016,0.0,100.0
1298,The Best of Me,38609668,26766213,11843455,2014.csv,2014,69.32515710831805,30.674842891681948
1299,Taxi 5,38598227,0,38598227,2018.csv,2018,0.0,100.0
1300,Million Dollar Arm,38483455,36457627,2025828,2014.csv,2014,94.73584687237671,5.2641531276232865
1301,Chernobyl Diaries,38390020,18119640,20270380,2012.csv,2012,47.19882927906784,52.801170720932156
1302,Boruto: Naruto The Movie,38362448,919651,37442797,2015.csv,2015,2.3972688082887723,97.60273119171123
1303,The Lazarus Effect,38356892,25801570,12555322,2015.csv,2015,67.26710287162996,32.73289712837005
1304,Don't Be Afraid of the Dark,38269529,24046682,14222847,2011.csv,2011,62.835061283351564,37.164938716648436
1305,The Water Diviner,38176317,4196641,33979676,2014.csv,2014,10.992786444014492,89.00721355598552
1306,Jumping the Broom,38158601,37295394,863207,2011.csv,2011,97.73784421499101,2.262155785008994
1307,One for the Money,38080789,26414527,11666262,2011.csv,2011,69.36444252770077,30.635557472299226
1308,But Always,38039248,430760,37608488,2014.csv,2014,1.1324093473141215,98.86759065268588
1309,Overcomer,38026103,34746945,3279158,2019.csv,2019,91.37656046426845,8.623439535731547
1310,The Eagle,37989684,19490041,18499643,2011.csv,2011,51.30350913158425,48.69649086841575
1311,Helios,37938005,0,37938005,2015.csv,2015,0.0,100.0
1312,Killing Them Softly,37930465,15026056,22904409,2012.csv,2012,39.61474239770064,60.38525760229937
1313,The King,37886707,0,37886707,2017.csv,2017,0.0,100.0
1314,Hell or High Water,37879877,27007844,10872033,2016.csv,2016,71.29865812394269,28.701341876057306
1315,Cold Eyes,37795598,0,37795598,2013.csv,2013,0.0,100.0
1316,Mission Milano,37749848,0,37749848,2016.csv,2016,0.0,100.0
1317,The Handmaiden,37692886,2006788,35686098,2016.csv,2016,5.3240497424368085,94.67595025756319
1318,Rurouni Kenshin Part I: Origins,37654579,0,37654579,2012.csv,2012,0.0,100.0
1319,Pokémon the Movie: I Choose You!,37552144,2401722,35150422,2017.csv,2017,6.395698738266449,93.60430126173355
1320,Fat Buddies,37496410,0,37496410,2018.csv,2018,0.0,100.0
1321,A Walk in the Woods,37461274,29504281,7956993,2015.csv,2015,78.75941699153104,21.240583008468956
1322,Pain and Glory,37359689,4567338,32792351,2019.csv,2019,12.225310547954509,87.7746894520455
1323,Snowden,37357216,21587519,15769697,2016.csv,2016,57.786744601096615,42.213255398903385
1324,Home Again,37270721,27020284,10250437,2017.csv,2017,72.49734718037786,27.502652819622135
1325,"Like Father, Like Son",37170163,334616,36835547,2013.csv,2013,0.9002274216553745,99.09977257834463
1326,A Witness Out of the Blue,37092694,0,37092694,2019.csv,2019,0.0,100.0
1327,Till The End Of The World,37013733,118660,36895073,2018.csv,2018,0.3205837141582018,99.6794162858418
1328,2.0,36945969,4152000,32793969,2018.csv,2018,11.238032490093845,88.76196750990616
1329,Devil's Due,36921560,15821461,21100099,2014.csv,2014,42.8515506928743,57.1484493071257
1330,Ex Machina,36869414,25442958,11426456,2015.csv,2015,69.00830590906598,30.99169409093402
1331,The Adventurers,36796816,216556,36580260,2017.csv,2017,0.5885183109321197,99.41148168906788
1332,Burnt,36606743,13651946,22954797,2015.csv,2015,37.29352813496683,62.70647186503317
1333,The Intruder,36599361,35419122,1180239,2019.csv,2019,96.77524697767265,3.224753022327357
1334,The Priests,36577134,185093,36392041,2015.csv,2015,0.5060347265042691,99.49396527349573
1335,The Tower,36512327,0,36512327,2012.csv,2012,0.0,100.0
1336,Detective Conan: Private Eye in the Distant Sea,36324232,0,36324232,2013.csv,2013,0.0,100.0
1337,A Most Wanted Man,36233517,17237855,18995662,2014.csv,2014,47.574335662751146,52.425664337248854
1338,A Very Harold & Kumar Christmas,36192775,35061031,1131744,2011.csv,2011,96.873011257081,3.126988742918994
1339,Nobunaga Concerto: The Movie,36187594,0,36187594,2016.csv,2016,0.0,100.0
1340,Dügün Dernek,36185741,0,36185741,2013.csv,2013,0.0,100.0
1341,Nothing to Lose,36075317,1016188,35059129,2018.csv,2018,2.8168512005036574,97.18314879949634
1342,T-34,35950901,0,35950901,2018.csv,2018,0.0,100.0
1343,Kundo: Age of the Rampant,35941291,280958,35660333,2014.csv,2014,0.781713711953196,99.21828628804681
1344,Ra.One,35911689,2511689,33400000,2011.csv,2011,6.994070927713815,93.0059290722862
1345,Doraemon the Movie: The New Records of Nobita's Spaceblazer 2014 Re-release,35861856,0,35861856,2014.csv,2014,0.0,100.0
1346,Conquest 1453,35797045,35730,35761315,2012.csv,2012,0.09981270800425007,99.90018729199575
1347,The New Adventures of Aladdin,35771820,0,35771820,2015.csv,2015,0.0,100.0
1348,Heidi,35755670,0,35755670,2015.csv,2015,0.0,100.0
1349,"Tad, the Lost Explorer, and the Secret of King Midas",35704046,5874,35698172,2017.csv,2017,0.016451916962016012,99.98354808303799
1350,Hostiles,35669017,29819114,5849903,2017.csv,2017,83.5994835517895,16.4005164482105
1351,The Terror Live,35659824,0,35659824,2013.csv,2013,0.0,100.0
1352,Good Deeds,35579177,35025791,553386,2012.csv,2012,98.44463518647439,1.555364813525619
1353,The Queen's Corgi,35515687,0,35515687,2019.csv,2019,0.0,100.0
1354,Mia and the White Lion,35487190,399471,35087719,2018.csv,2018,1.1256766173934876,98.8743233826065
1355,Arbitrage,35485056,7919574,27565482,2012.csv,2012,22.318054112694654,77.68194588730535
1356,Hide and Seek,35461505,0,35461505,2013.csv,2013,0.0,100.0
1357,Room,35401758,14677654,20724104,2015.csv,2015,41.46024047732319,58.53975952267682
1358,Namiya,35351623,70814,35280809,2017.csv,2017,0.20031329254670996,99.79968670745329
1359,Eye in the Sky,35259653,18704595,16555058,2016.csv,2016,53.04815393390287,46.95184606609713
1360,Les Tuche 2: The American Dream,35210425,0,35210425,2016.csv,2016,0.0,100.0
1361,Courageous,35185884,34522221,663663,2011.csv,2011,98.1138373559124,1.886162644087612
1362,Destiny: The Tale of Kamakura,35166640,0,35166640,2017.csv,2017,0.0,100.0
1363,The Girl in the Spider's Web,35164920,14841338,20323582,2018.csv,2018,42.204953118050604,57.795046881949396
1364,My Week with Marilyn,35057696,14600347,20457349,2011.csv,2011,41.64662446727817,58.35337553272183
1365,The Liquidator,35046130,0,35046130,2017.csv,2017,0.0,100.0
1366,Welcome to the North,34995189,0,34995189,2012.csv,2012,0.0,100.0
1367,Blind Detective,34958596,0,34958596,2013.csv,2013,0.0,100.0
1368,When Marnie Was There,34949567,561085,34388482,2014.csv,2014,1.6054133088401354,98.39458669115987
1369,The Sitter,34942188,30441326,4500862,2011.csv,2011,87.11911801287316,12.880881987126852
1370,The Hate U Give,34934009,29719483,5214526,2018.csv,2018,85.07321046376326,14.926789536236736
1371,Lost and Love,34930177,188817,34741360,2015.csv,2015,0.5405555202311171,99.45944447976889
1372,Secret in Their Eyes,34854990,20180155,14674835,2015.csv,2015,57.8974631752871,42.10253682471291
1373,"Dad, Where Are We Going 2",34840000,0,34840000,2015.csv,2015,0.0,100.0
1374,Chimpanzee,34823764,28972764,5851000,2012.csv,2012,83.19825507661952,16.801744923380483
1375,Kidnap,34814102,30971040,3843062,2017.csv,2017,88.96119164584513,11.038808354154876
1376,Doraemon: Nobita and the Space Heroes,34811747,0,34811747,2015.csv,2015,0.0,100.0
1377,Broken City,34737199,19701164,15036035,2013.csv,2013,56.714889418689175,43.28511058131083
1378,Endless Love,34718173,23438250,11279923,2014.csv,2014,67.51003285800782,32.489967141992175
1379,Jane Eyre,34710627,11242660,23467967,2011.csv,2011,32.38967708650149,67.6103229134985
1380,Alex Cross,34618867,25888412,8730455,2012.csv,2012,74.78122262060165,25.21877737939835
1381,R.A.I.D. Special Unit,34598750,0,34598750,2017.csv,2017,0.0,100.0
1382,Salmon Fishing in the Yemen,34564651,9047981,25516670,2012.csv,2012,26.17697774526929,73.8230222547307
1383,Haywire,34513760,18942396,15571364,2012.csv,2012,54.883605843002904,45.11639415699709
1384,Steve Jobs,34441873,17766658,16675215,2015.csv,2015,51.584471030364696,48.415528969635304
1385,Adventures in Zambezia,34428345,0,34428345,2012.csv,2012,0.0,100.0
1386,Warrior of the Hornor,34291831,0,34291831,2019.csv,2019,0.0,100.0
1387,Victor Frankenstein,34227298,5775076,28452222,2015.csv,2015,16.872719546836564,83.12728045316344
1388,The House,34184504,25584504,8600000,2017.csv,2017,74.8424022767743,25.157597723225706
1389,Cirque du Soleil: Worlds Away,34153101,12512862,21640239,2012.csv,2012,36.6375574504933,63.3624425495067
1390,The Battle: Roar to Victory,34148707,0,34148707,2019.csv,2019,0.0,100.0
1391,Black & White: The Dawn of Justice,34146896,0,34146896,2014.csv,2014,0.0,100.0
1392,The Bad Guys: The Movie,34024386,166972,33857414,2019.csv,2019,0.49074214006389416,99.50925785993611
1393,"My Love, Don't Cross That River",34012261,0,34012261,2014.csv,2014,0.0,100.0
1394,The Witness,33963557,418063,33545494,2015.csv,2015,1.2309164202088727,98.76908357979113
1395,The Good Liar,33856058,17156058,16700000,2019.csv,2019,50.67352495674482,49.326475043255186
1396,Don't Go Breaking My Heart 2,33801759,0,33801759,2014.csv,2014,0.0,100.0
1397,The Art of Racing in the Rain,33766787,26395642,7371145,2019.csv,2019,78.17042823766442,21.829571762335576
1398,I Want to Eat Your Pancreas,33748006,277019,33470987,2017.csv,2017,0.8208455338072419,99.17915446619276
1399,Nobody's Fool,33705333,31713110,1992223,2018.csv,2018,94.08929441521909,5.910705584780901
1400,The Skin I Live In,33678406,3185812,30492594,2011.csv,2011,9.459509455405936,90.54049054459406
1401,Three Heroes on Distant Shores,33674759,0,33674759,2012.csv,2012,0.0,100.0
1402,Gantz: Perfect Answer,33672515,0,33672515,2011.csv,2011,0.0,100.0
1403,Punch,33556725,0,33556725,2011.csv,2011,0.0,100.0
1404,2016: Obama's America,33449086,33449086,0,2012.csv,2012,100.0,0.0
1405,Get on Up,33448971,30703100,2745871,2014.csv,2014,91.79086555457864,8.209134445421356
1406,The Perks of Being a Wallflower,33384127,17742948,15641179,2012.csv,2012,53.14785676438386,46.85214323561613
1407,Girls,33325338,0,33325338,2014.csv,2014,0.0,100.0
1408,Perfect Strangers,33262366,1014507,32247859,2017.csv,2017,3.050014541960124,96.94998545803988
1409,Project Almanac,33213241,22348241,10865000,2015.csv,2015,67.28714310054836,32.71285689945164
1410,Bharat,33185983,2971549,30214434,2019.csv,2019,8.954229259986061,91.04577074001395
1411,Baaghi 2,33139063,1319579,31819484,2018.csv,2018,3.9819442088631174,96.01805579113687
1412,Lockout,32948113,14326864,18621249,2012.csv,2012,43.483109336185656,56.516890663814344
1413,Inside Llewyn Davis,32935319,13235319,19700000,2013.csv,2013,40.185792644060925,59.814207355939075
1414,Sleepless,32917353,20783704,12133649,2017.csv,2017,63.13905009312262,36.86094990687738
1415,Brightburn,32893421,17300439,15592982,2019.csv,2019,52.59543846169117,47.40456153830883
1416,Serial Teachers,32849727,0,32849727,2013.csv,2013,0.0,100.0
1417,Hindi Medium,32841493,0,32841493,2017.csv,2017,0.0,100.0
1418,Bait,32813407,0,32813407,2012.csv,2012,0.0,100.0
1419,The Crossing,32806475,0,32806475,2014.csv,2014,0.0,100.0
1420,Fly Me to the Saitama,32802347,0,32802347,2019.csv,2019,0.0,100.0
1421,Old Boys: The Way of the Dragon,32800000,0,32800000,2014.csv,2014,0.0,100.0
1422,Steel Rain,32783733,0,32783733,2017.csv,2017,0.0,100.0
1423,Part of Me,32726956,25326071,7400885,2012.csv,2012,77.38596586862523,22.614034131374762
1424,Mud,32613173,21590086,11023087,2013.csv,2013,66.20050738393348,33.799492616066516
1425,The Hurricane Heist,32517248,6115825,26401423,2018.csv,2018,18.80794155766195,81.19205844233804
1426,Midsummer's Equation,32514549,0,32514549,2013.csv,2013,0.0,100.0
1427,Nameless Gangster: Rules of the Time,32472645,0,32472645,2012.csv,2012,0.0,100.0
1428,UglyDolls,32450241,20150241,12300000,2019.csv,2019,62.09581309426947,37.90418690573053
1429,Movie 43,32438988,8840453,23598535,2012.csv,2012,27.25255485775327,72.74744514224673
1430,The House That Never Dies II,32433588,0,32433588,2017.csv,2017,0.0,100.0
1431,Stuber,32390945,22370452,10020493,2019.csv,2019,69.06390659488324,30.93609340511677
1432,Detective K: Secret of Virtuous Widow,32358664,0,32358664,2011.csv,2011,0.0,100.0
1433,Hit Me Anyone One More Time!,32333512,0,32333512,2019.csv,2019,0.0,100.0
1434,Kevin Hart: Let Me Explain,32318051,32244051,74000,2013.csv,2013,99.7710257960791,0.2289742039208986
1435,Pokémon,32293377,0,32293377,2013.csv,2013,0.0,100.0
1436,Seven Psychopaths,32226382,15024049,17202333,2012.csv,2012,46.62034044032619,53.37965955967381
1437,Somewhere Winter,32218990,0,32218990,2019.csv,2019,0.0,100.0
1438,The After-Dinner Mysteries,32160741,0,32160741,2013.csv,2013,0.0,100.0
1439,The Kid Who Would Be King,32140970,16790790,15350180,2019.csv,2019,52.24108046521309,47.75891953478691
1440,Two Tigers,32001580,0,32001580,2019.csv,2019,0.0,100.0
1441,Os Dez Mandamentos - O Filme,31998251,0,31998251,2016.csv,2016,0.0,100.0
1442,Dilwale,31994323,4871263,27123060,2015.csv,2015,15.225397955756087,84.7746020442439
1443,Suffragette,31972096,4702420,27269676,2015.csv,2015,14.70788777814254,85.29211222185747
1444,The Floating Castle,31967471,0,31967471,2012.csv,2012,0.0,100.0
1445,The Neighbors,31949315,0,31949315,2012.csv,2012,0.0,100.0
1446,All About Me,31920159,0,31920159,2018.csv,2018,0.0,100.0
1447,Bounty Hunters,31918573,0,31918573,2016.csv,2016,0.0,100.0
1448,Bad Times at the El Royale,31882724,17839115,14043609,2018.csv,2018,55.952292533097236,44.047707466902764
1449,Tinker Bell and the Legend of the NeverBeast,31836701,0,31836701,2014.csv,2014,0.0,100.0
1450,The Dream Team,31822402,0,31822402,2012.csv,2012,0.0,100.0
1451,Self/less,31807156,12279691,19527465,2015.csv,2015,38.60669278322148,61.39330721677852
1452,Underdogs,31775719,0,31775719,2013.csv,2013,0.0,100.0
1453,Spring Breakers,31724284,14124284,17600000,2013.csv,2013,44.52199457046848,55.47800542953152
1454,Hunter Killer,31672678,15767460,15905218,2018.csv,2018,49.782528651350546,50.217471348649454
1455,New World,31670607,457806,31212801,2013.csv,2013,1.445523289149463,98.55447671085054
1456,Ae Dil Hai Mushkil,31668920,4264983,27403937,2016.csv,2016,13.46740905594507,86.53259094405493
1457,Anna,31626978,7743794,23883184,2019.csv,2019,24.48477372703772,75.51522627296228
1458,Super Troopers 2,31626386,30617396,1008990,2018.csv,2018,96.80965760678441,3.1903423932155888
1459,The Four 3,31521335,0,31521335,2014.csv,2014,0.0,100.0
1460,Bodyguard,31516209,1834384,29681825,2011.csv,2011,5.820446234507457,94.17955376549254
1461,The Thing,31505287,16928670,14576617,2011.csv,2011,53.732790943945375,46.267209056054625
1462,I Don't Know How She Does It,31410151,9662284,21747867,2011.csv,2011,30.76166045811114,69.23833954188886
1463,Assassination Classroom: The Graduation,31352921,0,31352921,2016.csv,2016,0.0,100.0
1464,"All's Well, Ends Well 2011",31335572,0,31335572,2011.csv,2011,0.0,100.0
1465,What's in a Name?,31303580,8111,31295469,2012.csv,2012,0.025910774422605976,99.97408922557739
1466,101 Proposals,31283838,0,31283838,2013.csv,2013,0.0,100.0
1467,Tazza: The Hidden Card,31278476,251555,31026921,2014.csv,2014,0.8042431479078457,99.19575685209216
1468,Perfect Strangers,31254929,0,31254929,2016.csv,2016,0.0,100.0
1469,Saving Mr. Wu,31222161,92696,31129465,2015.csv,2015,0.29689168536412325,99.70310831463588
1470,The Invisible Guest,31191910,0,31191910,2017.csv,2017,0.0,100.0
1471,My Dear Liar,31177968,90545,31087423,2019.csv,2019,0.29041340987969455,99.7095865901203
1472,Joyful Noise,31158113,30932113,226000,2012.csv,2012,99.27466724316713,0.7253327568328672
1473,Mrs. Brown's Boys D'Movie,31116264,0,31116264,2014.csv,2014,0.0,100.0
1474,Premium Rush,31083599,20275446,10808153,2012.csv,2012,65.22875938529512,34.77124061470488
1475,The Wild Goose Lake,31064835,12573,31052262,2019.csv,2019,0.040473416324277915,99.95952658367571
1476,The Strangers: Prey at Night,31039126,24586708,6452418,2018.csv,2018,79.21198554366512,20.788014456334885
1477,Vysotsky. Thank You for Being Alive,31016553,0,31016553,2011.csv,2011,0.0,100.0
1478,This Is Not What I Expected,30996615,337670,30658945,2017.csv,2017,1.0893770174581965,98.91062298254181
1479,Silenced,30996130,0,30996130,2011.csv,2011,0.0,100.0
